No,Judul Berita,Isi Berita,isHoax
9079,"Pesan Berantai Janjikan Bantuan Rp 5,5 Juta dari Bank BRI",Beredar di media sosial dan aplikasi percakapan pesan berantai yang menjanjikan uang Rp. 5.500.000 dari Bank BRI. Pesan berantai itu ramai dibagikan sejak tengah pekan ini. Salah satu yang mengunggahnya adalah akun bernama Matho Flamboyan. Dia mempostingnya di Facebook pada 15 April 2021. Dalam postingannya terdapat tautan: https://i-vip1.top/wj/11wm123/?p=1 Saat diklik tautan tersebut terdapat narasi: Kami secara acak memilih 100 pengguna setiap hari untuk memberi Anda bantuan keuangan. Mohon hargai kesempatan Anda! Klik untuk melihat apakah Anda memenuhi syarat. :Rp.5.500.000,TRUE
9080,Pentagon Ciptakan Mikrochip Deteksi Covid-19,"Beredar di media sosial postingan terkait informasi bahwa Pentagon membuat microchip untuk mendeteksi covid-19. Postingan ini ramai dibagikan sejak tengah pekan ini. Salah satu akun yang membagikannya bernama Rocka Philia. Dia mengunggahnya di Facebook pada 14 April 2021. Dalam postingannya terdapat narasi: Mikrochip Covid Penemuan Pentagon Ilmuwan Pentagon yang bekerja di dalam unit rahasia yang didirikan sejak masa perang dingin telah membuat mikrochip yang akan mendeteksi infeksi covid-19. Selain mikrochip, tim ini juga mengklaim memiliki filter revolusioner yang dapat mengeluarkan virus dari darah saat dipasang dengan mesin dialisis. Tim di Defence Advance Research Projects Agency (DARPA) telah bekerja selama bertahun-tahun untuk mencegah dan mengakhiri pandemi. MASIH BERFIKIR SEMUA INI HANYALAH KARANGAN PENIKMAT TEORI KONSPIRASI?",TRUE
9081,Kadrun Merupakan Panggilan PKI untuk Umat Islam,"Telah beredar sebuah komentar di Twitter oleh akun @MohCipto1 yang mengatakan bahwa istilah Kadal Gurun (Kadrun) merupakan istilah PKI yang ditujukan untuk orang Islam. Komentar tersebut muncul setelah terdapat akun lain yang menanyakan apa arti dari istilah Kadrun. Akun @MohCipto1 juga mengatakan bahwa apabila seseorang hendak menjadi komunis, ia dapat menggunakan istilah Kadrun kepada orang Islam.",TRUE
9082,Gambar Jokowi Membaca Komik Doraemon,"Beredar di Facebook gambar Presiden Jokowi sedang membaca sebuah komik Doraemon, gambar tersebut diunggah oleh akun bernama Faisal Alam Babegah dan diposting pada grup PLANGA PLONGO. NARASI: Gerakan gemar membaca",TRUE
9083,Foto Raja Salman Jemput Paksa HRS di Dalam Penjara”,Beredar video Youtube berjudul BERITA TERKINI ~ GEGER !!! RAJA SALMAN JEMPUT PAKSA HABIB RIZIEQ DI TAHANAN | VIRAL HARI INI yang diunggah oleh kanal Youtube JURNALIS pada 14 April 2021. Di gambar thumbnail video tersebut terdapat narasi sebagai berkut. Terbungkam..!! Jokowi Makin Terpojok Raja Salman Jemput Paksa Habib Rizieq di Dalam Penjara. Terdapat juga foto HRS yang sedang berjalan bersama Raja Arab Saudi Salman bin Abdul Aziz.,TRUE
9084,Tautan Hadiah Grab untuk Rayakan Ulang Tahun Perusahaan,"Beredar sebuah tautan melalui pesan WhatsApp mengenai pembagian hadiah oleh Grab dalam rangka memperingati ulang tahun perusahaan. Ketika tautan tersebut diakses, maka akan muncul sebuah pesan yang menyatakan bahwa pengguna memiliki tiga kali kesempatan untuk memilih kotak yang benar dan memenangkan hadiah berupa jam tangan pintar serta telepon genggam.",TRUE
9085,"Bantuan Sosial Finansial BJB Rp5,5 Juta? Ini Faktanya",Bantuan sosial finansial sebesar Rp 5.500.000. 2 NIK untuk 1 KK Daftar lengkap https://banksulut.club/bantuan/?sulut Request for fact check about Bantuan sosial finansial sebesar Rp 5.500.000. 2 NIK untuk 1 KK Daftar lengkap https://bankbsg.club/bantuan/?bsg Bantuan sosial finansial sebesar Rp 5.500.000. 2 NIK untuk 1 KK Daftar lengkap http://bankjatim.xyz/bantuan/?jatim Bansos BPJS Kesehatan sebesar Rp.5.000.500,TRUE
9086,Link Survei PLN untuk Klaim Subsidi Listrik 450 VA dan 900 VA? Ini Faktanya,Kuota token Listrik pintar Token listrik Subsidi listrik pln https://tokenpln.shop/index.php?app=PLN&data1ID=135 Subsidi listrik untuk rumah tangga dengan daya 450VA dan 900VA Token gratis subsidi listrik token pln Subsidi token Subsidi listrik pintar pln persero Subsidi listrik untuk rumah tangga dengan daya 450VA dan 900VA Subsidi liatrik 450va dan 900va Listrik subsidi Token pulsa Token pulsa listrik gratis ,TRUE
9087,Link Survei Kominfo Berikan Subsidi Pulsa Rp200 Ribu dan Kuota 95 GB? Ini Faktanya,"KEMENDIKBUD Program kuota belajar pulsa 200RB dan kuota 95GB untuk dosen, guru, siswa, mahasiswa selama pembelajaran jarak jauh periode bulan maret-april!* https://kuotasubsidi.online/?v=95GigaBytes KEMENDIKBUD Program kuota belajar pulsa 200RB dan kuota 95GB untuk dosen, guru, siswa, mahasiswa selama pembelajaran jarak jauh periode bulan maret-april! Subsidi kuota 95 gb Program kuota belajar pulsa 200RB dan kuota 95GB untuk dosen, guru, siswa Kuota internet gratis 95 GB Subsidi Pulsa kemendikbud 95 GB Subsidi pulsa 200rb & Kuota 95GB Kemendikbud RI https://internetsubsidi.online/?v=95GigaBytes Kuota subsidi Kouta mendikbud kuota subsidi online https://datakominfo.shop/index.php?app=kominfo&data1ID=165 Yok daftar kuota sosmed 95GB dari kominfo Subsidi pulsa Kemendikbud https://kuotasubsidi.online/?v=95GigaBytes KEMENDIKBUD Program kuota belajar pulsa 200RB dan kuota 95GB untuk dosen, guru, siswa, mahasiswa selama pembelajaran jarak jauh periode bulan maret-april! https://kuotasubsidi.online/?v=95GigaBytes KEMENDIKBUD Program kuota belajar pulsa 200RB dan kuota 95GB untuk dosen, guru, siswa, mahasiswa selama pembelajaran jarak jauh periode bulan maret-april!",TRUE
9088,Narasi Sebelum Banjir Miras Allah Dahului Dengan Banjir Bandang!” di sampul Koran Tempo 6 April 2021,"Akun Facebook Ferdinyz Jelyk La (fb.com/ferdinyz.jelykla) pada 9 April 2021 mengunggah sebuah gambar sampul Koran Tempo yang terbit pada 6 April 2021 ke grup PLANGA PLONGO dengan narasi sebagai berikut: Selangkah menapakan kakinya maka terjadilah #BangsatBangsa Di gambar yang ia unggah terdapat narasi SETELAH PETAKA DI HARI PASKAH, juga terdapat narasi SEBELUM BANJIR MIRAS ALLAH DAHULUI DENGAN BANJIR BANDANG",TRUE
9089,Bill Gates Membeli Telegram,600 Million Dollars Deal Bill Gates Buys Telegram [Terjemahan] Kesepakatan 600 Juta Dolar Bill Gates Membeli Telegram So they shut down Parler… there has been changes to farcebook no news media and the constant farce checkers… so now everyone is moving to social platform Telegram to get the Scamdemic facts out there and now bill Gates buys that… come on … the western world sounding more like Chinas peoples social restrictions everyday [Terjemahan] Jadi mereka menutup Parler … telah ada perubahan pada buku lelucon tidak ada media berita dan pemeriksa lelucon yang konstan … jadi sekarang semua orang pindah ke platform sosial Telegram untuk mendapatkan fakta Scamdemic di luar sana dan sekarang Bill Gates membeli itu … ayolah … dunia barat terdengar lebih seperti pembatasan sosial masyarakat China setiap hari,TRUE
9090,Memakan Pisang pada Malam Hari Menyebabkan Batuk,"(Narasi dalam gambar diterjemahkan ke dalam bahasa Indonesia) Apakah kamu tahu? Kamu seharusnya tidak memakan di sore atau malam hari karena menyebabkan batuk. Menurut Ayurveda, waktu terbaik untuk memakan pisang berkisar di antara pukul 8-11 pagi.",TRUE
9091,"Anak-anak tuh kagak bisa bohong, mereka ngumpet karna yang datang itu bencana”","Anak-anak tuh kagak bisa bohong, mereka ngumpet karna yang datang itu bencana… 😁",TRUE
9092,Rekaman Suara Habib Rizieq Disiksa Densus 88,"James Riyadi : Siapapun yang merasa pahlawan bagi pribumi, menentang kekuatan 9Naga dan MSS (sebagai pemilik Indonesia yang sesungguhnya), maka siksaan dan kenistaanlah yang pantas baginya agar tak ada lagi tokoh-tokoh Ulama yang menentang kami. POLRI adalah eksekutor kami, Pemerintah Indonesia hidup dari kami, TNI tunduk kepada kekuatan politik, Seluruh Partai pendukung Pemerintah pun menggantungkan nyawanya kepada kami, Sumber daya alam Indonesia sepenuhnya kami yang mengelola, Pribumi Indonesia tak pantas bekerja di ratusan perusahaan 9Naga yang tersebar di seluruh Indonesia. (Dalam video : suara RlZlEQ sang pemberontak berhadapan dengan D88)",TRUE
9093,Akun Whatsapp Bupati Kepulauan Meranti AKBP H. Asmar Meminta Bantuan,akun Whatsapp dengan nama AKBP H Asmar,TRUE
9094,Grup Telegram Bareksa-Investasi Reksadana”,Bareksa-Investasi Reksadana Jasa tanam modal akan di kelolah di saham 100% Terjamin Dan Aman. admin. @/TeriAdi_Real,TRUE
9095,Foto Jokowi Meminum Pemutih Pakaian,"Sebuah foto yang memperlihatkan Presiden Jokowi tengah mengonsumsi minuman bermerek salah satu pemutih pakaian beredar di media sosial. Foto tersebut disebarkan akun Facebook Erwan Cobain pada 12 April 2021. Dalam foto tersebut, Jokowi tampak mengenakan jas berwarna putih dengan dasi merah. Ia tampak memegang gelas minuman dengan merek salah satu pemutih pakaian, Bayclin. Terdapat juga sebuah narasi dalam foto tersebut. Konten yang disebarkan akun Facebook Erwan Cobain telah 1 kali dibagikan mendapat 9 respons warganet.",TRUE
9096,Pesan Berantai Bantuan Sosial dari Bank BJB ,Beredar di media sosial dan aplikasi percakapan pesan berantai berisi informasi pembagian bantuan mengatasnamakan Bank BJB. Pesan berantai itu ramai dibagikan sejak akhir pekan lalu. Salah satu yang mempostingnya adalah akun bernama Nico Ramandey Ramandey. Dia mengunggahnya di Facebook pada 11 April 2021. Berikut isi postingannya: Bantuan sosial finansial sebesar Rp 5.500.000. 2 NIK untuk 1 KK Daftar lengkaphttps://bankbjb.club/bantuan/?bjb.,TRUE
9097,"Artikel Kompas.com Diduga Tak Kuat Menunggu Maghrib, Seekor Cebong Nekad Adzan Sendiri”",Berita macam apa ini !! 😤,TRUE
9098,Pimpinan Muhammadiyah Cabang Mantrijeron Yogyakarta Ditangkap Densus 88”,"Akun Facebook Rhie (fb.com/rhie.jasmine) pada 10 April 2021 mengunggah sebuah tangkapan layar sebuah tweet berisi narasi MUHAMMADIYAH MULAI DIGARAP: Pimpinan Muhammadiyah Cabang Mantrijeron Yogyakarta Ditangkap Densus 88, begitu turun dari pesawat, sepulang liburan dari Turky. Tweet ini disertai dengan foto sebuah artikel di koran yang membahas tentang penggeledahan rumah seorang terduga teroris di Suryowijayan, Mantrijeron. Artikel itu berjudul Di Balik Penggeledahan Rumah Terduga Teroris di Kampung Suryowijayan: Pulang Liburan, Turun Pesawat Suami Ditangkap. Akun ini membagikan gambar tangkapan layar itu pada 10 April 2021. Akun tersebut pun menulis, Waspada…. Sepetinya Muhammadiyah Target Selanjutnya!!! Lindungi Para Ulama Kami Ya Rob…",TRUE
9099,BPJS Indonesia Bagi Dana Bantuan dari Kantor Pusat,Anda Menerim4 D4n4 B4ntu4n D4r1 Kantor Pusat Untuk Info bit.ly/Bpjsindonesia2021,TRUE
9100,Korban Vaksin Lagi. Kini anggota Brimob di Maluku”,Korban Vaksin Lagi. Kini anggota Brimob di Maluku. Alm vaksin hari Minggu kemarin setelah vaksin Astrazaneca banyak anggota Brimob hilang kesadaran dan histeris di UGD. Perawatan oleh RS. Bhayangkara. 1 Korban Vaksin Lagi Alm VaKsin hari Minggu kemarin setelah vaksin Astrazaneca banyak anggota Brimob hilang kesadaran dan histeris di UGD. Perawatan oleh RS. Bhayangkara. Suasana berlanjut hingga keesokan hari meski sdh ada yg pulang kerumah tapi keluhan sakit berbagai macam keluhan belum hilang. Termasuk alm yg kembali berobat ke RS Bhayangkara. Namun kejang2 dan sesak didada tdk pula sembuh hingga alm menghembuskan napas terakhir tadi pagi sekitar pkl 07.15 wit di RS Bhayangkara Polda Maluku. Innalilahi wainna ilaihirajiun. Astrazaneca warga jakarta Astrazaneca jakarta,TRUE
9101,Pemerintah Inggris Menurunkan Status Covid-19 Karena Covid-19 Bisa Sembuh dengan Paracetamol,"Covid-19 berakhir File Covid-19 di Inggris Segera berakhir… Klasifikasi UK Povid berubah dari penyakit menular yang parah menjadi penyakit menular biasa… Permainan berakhir https://www.gov.uk/guidance/high-consequence-infectious-diseases-hcid Pemerintah Inggris menyatakan bahwa penyakit Corona adalah virus yang umum, dan hanya orang yang memiliki masalah lain yang takut akan penyakit itu. Dan itu bisa dilawan dengan pil Parastamol Sembuh covid19",TRUE
9102,Tol japek ganti nama Sheikh Mohammed bin Zayed?alias di jual”,Mana suaranya yg banggain jalan toll😁,TRUE
9103,mantan anggota x fpi. deklarasi. bersumpah akan bunuh diri masal apa bila HRS tidak di bebaskan”,Ciek..ciek .yg punya surga ampai segitunya!!! Fanatik bole gila jangan!!!!sejak kapan Rizieq bs masukin ente ke surga????jgnkan masuk surga nyium baunya surga aja kagak!!!!ingat matinya jgn ngajak2 org lain Makai bom!!! cukup diri ente aja kalau mau mati!!!!!!! #duniakadrunduniaTAWA,TRUE
9104,dari rekaman CCTV terlihat perempuan pelaku penyerangan di Mabes Polri tidak membawa senjata apapun”,"Akun Facebook Chee Bie (fb.com/chee.bie.5) pada 1 April 2021 mengunggah postingan berisi klaim sebagai berikut: *DIKIRA TERORIS, POLISI TEMBAK MATI SEORANG PEREMPUAN DI MABES POLRI* Seorang perempuan tewas tergeletak di salah satu kawasan Mabes Polri, Rabu (31/3/2021) sore. Perempuan itu ditembak karena dikira merupakan teroris. Dari rekaman video CCTV yang beredar, terlihat perempuan itu sedang kebingungan seperti mencari jalan untuk keluar. Namun kemudian perempuan yang membawa map berwarna kuning itu tiba-tiba ditembak mati. Namun anehnya, banyak media yang langsung memvonis bahwa korban penembakan ini adalah terduga teroris. Bahkan memberi judul Teroris serang Mabes Polri. Padahal dari rekaman CCTV terlihat perempuan ini tidak membawa senjata apapun, dan memang selama ini siapapun tamu yang akan memasuki Mabes Polri akan diperiksa secara ketat jadi tidak mungkin bisa membawa senjata api, senjata tajam, bom dan sebagainya. Copas.",TRUE
9105,Aplikasi ‘FlixOnline’ Menawarkan Akses Netflix Gratis Selama 2 Bulan,iklan aplikasi FlixOnline,TRUE
9106,"TMII sekarang diambil si Megawati madam bansos,trus dijual ke Cina”","Akun Facebook Dina Mariana (fb.com/100065166220453) pada 10 April 2021 mengunggah gambar tangkapan layar artikel berita Kompas yang berjudul Ambil Alih Pengelolaan TMII, Pemerintah Bakal Serahkan ke Pihak Lain ke grup PENDUKUNG SETIA PRABOWO – SANDI (PSPS) dengan narasi sebagai berikut: Sudah pak Harto difitnah memiliki TMII,padahal sekarang diambil si Megawati madam bansos,trus dijual ke Cina astagfirullah.",TRUE
9107,"Rayakan Pembukaan Toko ke-1000, Alfamart Bagikan Berbagai Hadiah Gratis","Celebrating the opening of the 1,000th store More than 100 computers and mobile devices, and 50 cash prizes All you have to do is open the correct gift box. You have 3 tries, good luck!",TRUE
9108,Judul Berita Reqnews Xanana Gusmao Membantu Korban Bencana di NTT”,"Pada tanggal 9 April 2021 laman berita Reqnews memuat narasi Xanana Gusmao membantu korban bencana. Judul yang disematkan dalam narasi tersebut mengatakan bahwa Xanana Gusmao membantu korban bencana NTT. NARASI: Aksi Xanana Gusmao Bantu Korban Bencana NTT Viral, Ini yang dilakukannya.",TRUE
9109,Penggunaan Masker dapat Menyebabkan Kematian Akibat Covid-19,"Pada 8 April 2021 sebuah akun Facebook milik Dheeraj D mengatakan bahwa penggunaan masker dapat menyebabkan kematian yang disebabkan oleh Covid-19. Narasi dalam unggahan tersebut mengatakan bahwa kematian bisa terjadi karena masker menghalangi virus yang keluar ketika bernafas atau bersin. Akibatnya masker memuat lebih banyak virus, yang menyebabkan sistem imun tubuh harus menghadapi lebih banyak virus karena virus tidak dikeluarkan. Masker membunuh",TRUE
9110,Sosok Perempuan yang Meninggal 7 Hari Terlihat tengah Duduk,Beredar di Tiktok video seseorang yang tengah berjalan lalu bertemu dengan seorang perempuan yang sedang duduk kemudian seseorang yang merekam video tersebut lari karena melihat seseorang perempuan yang diklaim susah meninggal dunia pada 7 hari yang lalu.,TRUE
9111,Foto Jendral Uni Soviet,"Sebuah akun facebook bernama Noorhadi Syahputra mengunggah foto seorang pria berjenggot putih dan mengenakan sorban dengan logo palu arit. Dalam unggahannya, akun tersebut mengklaim bahwa pria tersebut merupakan jendral Uni Soviet bernama Jokhomeini As-Syaithonirrojiim.",TRUE
9112,Foto Munarman udah divaksin”,"Beredar sebuah postingan pada akun twitter @FirzaHusain yang disertakan foto Munarman dengan Narasi Kog Munarman udah divaksin, sbg apa ya dia, lansia bukan, guru bukan, pedagang pasar bukan, wartawan bukan, apa sbg koordinator demo ? 🤭🤭😰. Munarman vaksin",TRUE
9113,Rapid Test Dihapus di Seluruh Bandara dan Stasiun Kereta Mulai 1 Februari 2021,Rapid test dihapus,TRUE
9114,Pembersih Alat Rapid Test Corona Bisa Sebabkan Kanker,"Sebuah akun facebook bernama Mitja Pogorevc mengunggah gambar pembersih alat rapid test covid-19 dengan narasi klaim bahwa alat tersebut mengandung Etilene oksida yang memiliki sifat kanker genotoxik, ditambah dapat mempengaruhi kesuburan dan sistem syaraf, sehingga berisiko serius bagi kesehatan manusia, terutama dalam kasus paparan berulang.",TRUE
9115,Foto Rumah DP 0 Persen,"Sebuah foto yang diklaim sebagai rumah DP 0 persen beredar di media sosial. Foto tersebut diunggah akun Facebok Nilam pada 5 April 2021. Dalam foto yang diunggahnya, terlihat seorang anak yang tengah berpose di dari dalam kardus. Kardus tersebut seakan mirip dengan bangunan rumah. Foto tersebut kemudian dikaitkan dengan rumah DP 0 persen. RUMAH DP 0% RUPIAH Rumah KADRUN.... Program papak Edan 😂😂😂, tulis akun Facebook Nilam. Konten yang disebarkan akun Facebook Nilam telah 1 kali dibagikan dan mendapat 119 komentar warganet.",TRUE
9116,Tak ada Stasiun Tv Indonesia yang Memberitakan Banjir NTT,"Cek Fakta Liputan6.com mendapati klaim tidak ada stasiun Tv Indonesia yang memberitakan banjir NTT. Klaim tersebut diunggah akun Facebook Mala Ratu Rihi, pada 5 April 2021. Unggahan klaim tidak ada stasiun Tv Indonesia yang memberitakan banjir NTT berupa tautan artikel berjudul Banyak Media Dunia Soroti Banjir Bandang Flores yang dimuat situs babe.news. Unggahan tersebut diberi keterangan sebagai berikut:Miris. Banyak media dunia beritakan bencana longsor di Kabupaten Flores Timur NTT tapi media tv di Indonesia sibuk menyampaikan berita pernikahan artis. Media tv kurang sense of crisis.",TRUE
9117,Pantai Alor NTT Terpapar Tsunami,Sebuah akun Facebook bernama Andi Ghianx Facebugis Bone mengunggah sejumlah video banjir yang di beberapa tempat di NTT. Dalam unggahan tersebut juga ditambahkan keterangan bahwa Pantai Alor terpapar oleh Tsunami dan banjir.,TRUE
9118,Masker impor china ada cacing atau ulat”,"Beredar vide Youtube pada Botak Bersinar. NARASI: Masker impor china ada cacing atau ulat || waspada Sumber video dari tim tenaga kesehatan RI jangan lupa subscribe untuk info menarik lainnya. Masker palsu Masker palsu dari china ada uletnya Video masker buatan China mengandung cacing Ulat pada masker Masker china Ulat pada masker china 1. Masker ada cacing Masker mengandung cacing 1 Orang turki temukan cacing di masker impor china Orang2 turki telah menjumpai sejenis cacing atau ulat yang sangat halus di masker2 yang diimport dari Cina ⬆️⬆️⬆️ Turki dan masker Masker cacing 1.Orang2 Turki Sudah Menemukan Sejenis Cacing Yang Sangat Halus Dalam Masker Buatan China Yang Memasuki Paru2 Dan Menyebabkan Kematian Pemakai nya Secara Temporer dan Berkala...! dan Terbukti yang Paling Banyak Meninggal Orang2 Yang Pake Masker Ketimbang Tidak Pake Masker dan Negara2 Yang Tidak Pakai Madker Seperti Kamboja Fan Swiss Tingkat Kematian Nya Dalam Kasus Pandemi Corona 0%...! Iteljen Militer Turki menemukan sejenis Cacing / Ulat yg sangat halus pada masker2 yg diimport dari Cina..,😳 Komunis Cina Yahudi dgn berbagai macam cara membantai ummat Islam dunia, slh satunya dgn virus cacing di masker Masker berulat Masker cacing dari cina Masker dari cina mengandung cacing masker ulat",TRUE
9119,PKS Menegakkan Negara Islam Dengan Cara Demokrasi,"Akun Twitter @MurtadhaOne1 mengunggah tweet dengan narasi PKS adalah salah satu dari 3 varian pendukung khilafah dan mengunggah penggalan video lama, tahun 2017, berdurasi 1:14 menit yang menampilkan Ustadz Kh. M. Shididq dari DPD HTI menyatakan bahwa terdapat 3 varian cara menegakan khilafah. Pertama, melalui cara kekerasan yang diyakini sebagai jihad. Kedua, terdapat kelompok yang ingin menegakan negara islam dengan cara demokrasi dan mendaftarkan kelompoknya sebagai partai politik. Ketiga, melalui dakwah Islam. Dalam video tersebut, Ustadz Shiddiq mengklaim bahwa partai PKS berupaya menegakkan negara Islam atau khilafah dengan cara demokrasi, seperti partai politik pada umumnya dan menduduki kursi jabatan negara. Kemudian, video tersebut juga mendapatkan atensi yang cukup banyak. Tweet yang diunggah pada tanggal 01/04/21 mendapatkan 468 Retweets dan 888 Likes. Selain itu, video tersebut dibagikan kembali di berbagai kanal media. Salah satunya, akun Raga Bumi, mengunggah kembali tangkapan layar video tersebut di Facebook dengan narasi Fix.. 2024 jangan pilih PKS, Mari Bersatu Tenggelamkan PKS.",TRUE
9120,Muhammadiyah Larang Masyarakat dengan KTP Non-Islam Ikut Vaksin,Pada tanggal 1 April 2021 beredar sebuah unggahan video pada grup Facebook Regenerasi Muda Pecinta NKRI yang mengatakan bahwa Muhammadiyah melarang masyarakat dengan KTP Non-Islam untuk registrasi vaksin. Video tersebut diunggah oleh akun Putri Sulung.,TRUE
9121,Vaksin Covid-19 Pfizer Dijual Online di Malaysia,"Cek Fakta Liputan6.com mendapati informasi vaksin Covid-19 Pfizer dijual lewat sentra dagang online di Malaysia. Informasi tersebut beredar lewat aplikasi percakapan WhatsApp. Informasi vaksin Covid-19 Pfizer dijual lewat sentra dagang online di Malaysia berupa tangkapan layar halaman  sentra dagang online yang menampilkan empat buah botol bertuliskan COVID-19Coronavirus Vaccine dengan latar belakang biru bertuliskan Pfizer, dalam tangkapan layar tersebut juga terdapat tulisan (Malaysia PFIZER Covid 19 Vaccine dan harga RM 63.88.",TRUE
9122,Cacing dalam Masker Impor dari China,"Cek Fakta Liputan6.com mendapati video yang mengklaim ada cacing pada masker, klaim tersebut diunggah akun Youtube BOTAK BERSINAR, pada 7 April 2021. Video yang mengklaim ada cacing pada masker menampilkan masker yang diberi uap air panas di atas sebuag wadah, kemudian pada masker tersebut muncul sesuatu berbentuk hitam dan panjang. Videp berdurasi 2.36 menit tersebut diberi judul Masker impor china ada cacing atau ulat || waspada.",TRUE
9123,Judul Berita CNN Pelaku Penembakan di Kolorado adalah Warga Arab tetapi Bermoral Kulit Putih”,Akun Twitter dengan nama pengguna TheBabylonBee mengunggah sebuah foto hasil tangkapan layar yang menunjukkan potongan berita CNN dengan judul Pelaku Penembakan di Kolorado adalah Warga Arab tetapi Bermoral Kulit Putih.,TRUE
9124,"Foto Rumah Putin di Sochi, Rusia","Akun Twitter RuralLiberal (@HiraethResists) mengunggah dua foto bangunan yang diklaim sebagai rumah Presiden Rusia, Vladimir Putin, di Sochi, Rusia yang didesain oleh Roman Vlasov. Unggahan tersebut mendapat respon sebanyak 4,242 suka, 596 balasan, dan 861 retweet.",TRUE
9125,Tangkapan Layar Berita Detiknews Pelaku Bom Bunuh Diri Makasar Pasangan LGBT Baru Menikah ,Akun Facebook Azro Fadhilah memposting sebuah gambar tangkap layar berita detiknews. Berita tersebut berjudul Pelaku Bom Bunuh Diri Makasar Pasangan LGBT Baru Menikah  dan bertanggalkan 30 Maret 2021 pukul 06.40. Postingan tersebut diunggah pada grup Facebook bernama Dukung Jokowi 3 Periode.,TRUE
9126,Potongan Video Banjir di Nusa Tenggara Timur,Akun Twitter Desthen #01 (@Anak_Termanu) membuat utas yang berisi beberapa potongan video banjir yang terjadi di berbagai wilayah NTT. Terdapat salah satu video dalam utas tersebut yang menampilkan seorang pengendara motor hanyut terbawa arus banjir.,TRUE
9127,Vaksin Melemahkan Kekuatan TNI,"Akun Instagram dengan nama pengguna loisdr77 mengunggah rangkaian video dan foto hasil tangkapan layar yang menyatakan bahwa vaksin akan melemahkan kekuatan TNI. Unggahan tersebut juga menyertakan video yang mengatasnamakan ET News. NARASI: Setelah kekuatan TNI melemah setelah di Vaksin,Nakes tumbang maka cina akan mengirim Bantuan Nakes dan Tentaranya utk menguasai Indonesia Lalu rakyat Cina akan di kirim utk menduduki Indonesia Krn penduduk kita SDH punah semua",TRUE
9128,Foto Pantesan Komnasham selalu bersebrangan dgn pemerintah…!!!”,"Akun Facebook Goldib Kobar mengunggah gambar hasil tangkapan layar yang menampilkan Tommy soeharto bersama dengan seorang laki-laki yang diklaim sebagai Ketua Komnas HAM Ahmad Taufan Damanik. Gambar itu disertai narasi yang mengklaim Komnas HAM selalu bersebrangan dengan pemerintah karena Ahmad Taufan Damanik adalah boneka Cendana. Unggahan tersebut telah mendapat 169 reaksi, 48 komentar dan 7 kali dibagikan penguna Facebook lain.",TRUE
9129,BOM BUNUH DIRI DI MEDAN ‘MELEDAK’. PELAKUNYA ORANG”,Pada tanggal 4 April 2021 terdapat unggahan video di grup Facebook Info Bogor Depok 24 Jam yang diunggah oleh akun Guntur Tutuy Fheater yang memperlihatkan adanya ledakan. Video tersebut menyatakan ledakan tersebut merupakan ledakan bom bunuh diri yang terjadi di Kota Medan. NARASI: BOM BUNUH DIRI DI MEDAN MELEDAK. PELAKUNYA ORANG,TRUE
9130,Gambar artikel berjudul Luhut Sebut Sejak Kecil Jokowi Sudah Hafal 40 Juz Alquran”,Akun Facebook Frybanshe (fb.com/frybanshe.frybanshe) pada 6 April 2021 mengunggah sebuah gambar tangkapan layar artikel yang seolah berjudul Luhut Sebut Sejak Kecil Jokowi Sudah Hafal 40 Juz Alquran ke grup Dukung Jokowi 3 Periode dengan narasi sebagai berikut: Siapa yang pengen anaknya seperti pak jokowi,TRUE
9131,Di Malaysia dapat penghargaan di tanah airnya dapat penghinaan”,"Akun Facebook Aishah Kamaludiin Wijaya Kusuma mengunggah status yang mengklaim di Malaysia Habib Rizieq Shihab mendapat penghargaan sementara di tanah airnya mendapat penghinaan. Postingan itu juga disertai gambar hasil tangkapan layar video dari kanal Youtube MEDIA UMAT MUSLIM berjudul PENGHARGAAN KEPADA IB HRS DI MALAYSIA | Habib Rizieq Dapat Piala Ulama di Moeslim Choice Award. Unggahan tersebut telah mendapat 94 reaski, 85 komentar dan 7 kali dibagikan oleh pengguna Facebook lainnya. Narasi: Di Malaysia dapat penghargaan di tanah airnya dapat penghinaan…emas tetap emas , di Rohingya , jangan kan Muslim yang non muslim pun beliau bantu ,HR5 ulama ku , semoga Allah selalu melindungi beliau ,",TRUE
9132,Who Menyatakan Pepaya sebagai Buah Paling Bergizi,"PEPAYA RAJA BUAH = KING OF FRUITS (Bagaimana Cara nya. Kita bisa tetap makan. Tapi membuat  Cell cancer  kelaparan… pahami video TED berikut. ) Pengobatan baru untuk tumor di masa depan bukan lagi kemoterapi, radioterapi, atau pembedahan !! Sebaliknya, ubah pola makan dan tingkatkan angiogenesis! Film ini berdurasi 20 menit, dengan subtitle China, pengetahuan medis yang hebat, dan dietnya tiga kali sehari, sangat bagus! https://m.youtube.com/watch?v=hYfuzYOj1Is Yang mungkin tidak Anda ketahui adalah: kita biasanya memiliki pepaya yang aneh, pepaya yang dapat diperoleh kapan saja, dan ternyata menjadi raja buah! Tomat yang membuat wajah dokter menjadi hijau, dibandingkan dengan pepaya, bukan apa-apa! Pepaya telah dipilih oleh WHO (Organisasi Kesehatan Dunia) selama dua tahun berturut-turut sebagai buah dengan nilai gizi tertinggi, raja buah! Apa benar pepaya raja buah bisa unt mengobati kanker Keunggulan buah pepaya",TRUE
